,,Dev Info,,,,,Other DevInfo sources,,,,G-Econ,,,DHS (Equity),,,MICS (Equity),,,National Statistics Institute,,,,SEDAC / CIESIN,,,,OECD,,,,OPHI,,,,HarvestChoice,,,,NBER,,,,DHS (Open Aid Partnership),,,,DHS,,,
Nepal,498,English,Nepal Info_2011_en.csv,http://www.devinfo.org/nepalinfo/libraries/aspx/Home.aspx,http://www.devinfo.org/nepalinfo/stock/data/CSV_DataFiles/Nepal%20Info_2011_en.zip,http://www.devinfo.org/articles/news,,,,,,,,"Mortality rates (DHS) for Gapminder.xlsx
Fertility rates (DHS) for Gapminder.xlsx
Equity (DHS and MICS) for Gapminder.xlsx",https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,Equity (DHS and MICS) for Gapminder.xlsx,https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,,,,,NPL_sae_csv.csv,http://sedac.ciesin.columbia.edu/data/set/povmap-small-area-estimates-poverty-inequality/data-download,,,,,,,Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx,http://www.ophi.org.uk/multidimensional-poverty-index/mpi-data-bank/mpi-data/,http://www.ophi.org.uk/wp-content/uploads/Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx?7ff332,https://www.facebook.com/pages/OPHI-Oxford-Poverty-and-Human-Development-Initiative/206436442734224,,,,,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,"Nepal-pov-ADM1.xls
NepalPopADM1.xlsx","https://drive.google.com/a/gapminder.org/folderview?id=0B0HB08a-a9MbMlJpUWdQUnVfWTA&usp=sharing
https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing","https://doc-04-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/pu3lp0jvh54k0ad4t9o2ktpd2dbgffgb/1381154400000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbWVVyTjZDODVYTDA?h=07874974558453865051&e=download, https://drive.google.com/a/gapminder.org/folderview?id=0B0HB08a-a9MbQmwxTHBnVTRKUmc&usp=sharing
https://doc-0k-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/u2ah09ksab45u780jtghd7b6f0lfpeos/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbQmhVNTYycFNWMVU?h=07874974558453865051&e=download, ",,,http://spatialdata.measuredhs.com/data.html,,
Netherlands,300,no DevInfo,,,,,,,,,Europe_cal_xi_101309.xls,http://gecon.yale.edu/netherlands,http://gecon.yale.edu/sites/default/files/Europe_cal_xi_101309_13.xls,,,,,,,,,,,,,,,,,,,,,,,,,,,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,,,,,,,,
New Zealand,201,no DevInfo,,,,,,,,,New Zealand_Calc_MM_071805.xls,http://gecon.yale.edu/new-zealand,http://gecon.yale.edu/sites/default/files/New%20Zealand_Calc_MM_071805.xls,,,,,,,,http://www.stats.govt.nz/,,,,,,,,,,,,,,,,,,,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,,,,,,,,
Nicaragua,327,no DevInfo,,,,,,,,,,,,"Mortality rates (DHS) for Gapminder.xlsx
Fertility rates (DHS) for Gapminder.xlsx
Equity (DHS and MICS) for Gapminder.xlsx",https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,,,,,,,,"NIC_sae_csv.csv
imr_highres.csv
hunger_data.csv","http://sedac.ciesin.columbia.edu/data/set/povmap-small-area-estimates-poverty-inequality/data-download
http://sedac.ciesin.columbia.edu/data/set/povmap-global-subnational-infant-mortality-rates/data-download
http://sedac.ciesin.columbia.edu/data/set/povmap-global-subnational-prevalence-child-malnutrition/data-download","n/a
http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/imr_tabular.zip
http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/hunger_tabular.zip",https://www.facebook.com/socioeconomicdataandappsctr,,,,,Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx,http://www.ophi.org.uk/multidimensional-poverty-index/mpi-data-bank/mpi-data/,http://www.ophi.org.uk/wp-content/uploads/Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx?7ff332,https://www.facebook.com/pages/OPHI-Oxford-Poverty-and-Human-Development-Initiative/206436442734224,,,,,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,"Nicaragua-pov-ADM1.xls
NicaraguaPopADM1.xlsx","https://drive.google.com/a/gapminder.org/folderview?id=0B0HB08a-a9MbQmwxTHBnVTRKUmc&usp=sharing
https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing","https://doc-04-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/uvafc3asjslj69j64rktp3tuaujmui50/1381154400000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbTVREbldPbGhHRmM?h=07874974558453865051&e=download, https://drive.google.com/a/gapminder.org/folderview?id=0B0HB08a-a9MbQmwxTHBnVTRKUmc&usp=sharing
https://doc-0s-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/dgbh2814ltt29afb467e5vjcsl9ol2ud/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbcWszTUVVS1Q0ZDA?h=07874974558453865051&e=download, ",,,http://spatialdata.measuredhs.com/data.html,,
Niger,470,?,NigerInfo_28_08_2012_v6.1.mdb,http://www.devinfo.org/nigerinfo/libraries/aspx/Home.aspx,no link,http://www.devinfo.org/articles/news,JusticeInfo_2012_en.csv,http://www.devinfo.org/justiceinfo/libraries/aspx/Home.aspx,http://www.devinfo.org/justiceinfo/stock/data/CSV_DataFiles/JusticeInfo_2012_en.zip,,Niger_Calc_MM_051905.xls,http://gecon.yale.edu/niger,http://gecon.yale.edu/sites/default/files/Niger_Calc_MM_051905.xls,"Mortality rates (DHS) for Gapminder.xlsx
Fertility rates (DHS) for Gapminder.xlsx
Equity (DHS and MICS) for Gapminder.xlsx",https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,,,,,,,,"imr_highres.csv
hunger_data.csv","http://sedac.ciesin.columbia.edu/data/set/povmap-global-subnational-infant-mortality-rates/data-download
http://sedac.ciesin.columbia.edu/data/set/povmap-global-subnational-prevalence-child-malnutrition/data-download",http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/imr_tabular.zip,https://www.facebook.com/socioeconomicdataandappsctr,,,,,Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx,http://www.ophi.org.uk/multidimensional-poverty-index/mpi-data-bank/mpi-data/,http://www.ophi.org.uk/wp-content/uploads/Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx?7ff332,https://www.facebook.com/pages/OPHI-Oxford-Poverty-and-Human-Development-Initiative/206436442734224,"TPOV_PT125.csv
TPOV_PT200.csv","http://harvestchoice.org/data/poverty-headcount-ratio-below-05-ppp-125day-percent-2005
http://harvestchoice.org/data/poverty-headcount-ratio-below-05-ppp-200day-percent-2005","http://harvestchoice.org/sites/default/files/downloads/data/TPOV_PT125_2.zip
http://harvestchoice.org/sites/default/files/downloads/data/TPOV_PT200_2.zip",https://www.facebook.com/harvestchoice,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,NigerPopADM1.xlsx,https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing,"https://doc-10-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/kfjrnmrc376krnpt0443sucd3lju7prl/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbTTZZWERlUnRSOEE?h=07874974558453865051&e=download, ",,,http://spatialdata.measuredhs.com/data.html,,
Nigeria,540,English,NISED_2012_en.csv,http://www.devinfo.org/nised/libraries/aspx/Home.aspx,http://www.devinfo.org/nised/stock/data/CSV_DataFiles/NISED_2012_en.zip,http://www.devinfo.org/articles/news,,,,,Nigeria_Calc_MM_052005.xls,http://gecon.yale.edu/nigeria,http://gecon.yale.edu/sites/default/files/Nigeria_Calc_MM_052005.xls,"Mortality rates (DHS) for Gapminder.xlsx
Fertility rates (DHS) for Gapminder.xlsx
Equity (DHS and MICS) for Gapminder.xlsx",https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,Equity (DHS and MICS) for Gapminder.xlsx,https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,,,,,NigeriaCaseStudy.csv,http://sedac.ciesin.columbia.edu/data/set/povmap-small-area-estimates-poverty-inequality/data-download,n/a,https://www.facebook.com/socioeconomicdataandappsctr,,,,,Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx,http://www.ophi.org.uk/multidimensional-poverty-index/mpi-data-bank/mpi-data/,http://www.ophi.org.uk/wp-content/uploads/Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx?7ff332,https://www.facebook.com/pages/OPHI-Oxford-Poverty-and-Human-Development-Initiative/206436442734224,"TPOV_PT125.csv
TPOV_PT200.csv","http://harvestchoice.org/data/poverty-headcount-ratio-below-05-ppp-125day-percent-2005
http://harvestchoice.org/data/poverty-headcount-ratio-below-05-ppp-200day-percent-2005","http://harvestchoice.org/sites/default/files/downloads/data/TPOV_PT125_2.zip
http://harvestchoice.org/sites/default/files/downloads/data/TPOV_PT200_2.zip",https://www.facebook.com/harvestchoice,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,,,,,,http://spatialdata.measuredhs.com/data.html,,
Norway,181,no DevInfo,,,,,,,,,calc_xi_Norway_033111.xls,http://gecon.yale.edu/norway,"http://gecon.yale.edu/sites/default/files/calc_xi_Norway_033111.xls, http://gecon.yale.edu/norway",,,,,,,,http://www.ssb.no/en/,,,,,,,,,,,,,,,,,,,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,,,,,,,,
Oman,167,no DevInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,541,DevInfo not operational,,http://www.devinfo.org/pakistancensusinfo/libraries/aspx/Home.aspx,not operational,http://www.devinfo.org/articles/news,PolioInfo Pakistan_2013_en.csv,http://www.devinfo.org/polioinfopakistan/libraries/aspx/Home.aspx,http://www.devinfo.org/polioinfopakistan/stock/data/CSV_DataFiles/PolioInfo%20Pakistan_2013_en.zip,,Pakistan_Calc_Qa_052005.xls,http://gecon.yale.edu/pakistan,http://gecon.yale.edu/sites/default/files/Pakistan_Calc_Qa_052005.xls,"Mortality rates (DHS) for Gapminder.xlsx
Fertility rates (DHS) for Gapminder.xlsx
Equity (DHS and MICS) for Gapminder.xlsx",https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,Equity (DHS and MICS) for Gapminder.xlsx,https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,,,,,"imr_highres.csv
hunger_data.csv","http://sedac.ciesin.columbia.edu/data/set/povmap-global-subnational-infant-mortality-rates/data-download
http://sedac.ciesin.columbia.edu/data/set/povmap-global-subnational-prevalence-child-malnutrition/data-download","http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/imr_tabular.zip
http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/hunger_tabular.zip",https://www.facebook.com/socioeconomicdataandappsctr,,,,,Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx,http://www.ophi.org.uk/multidimensional-poverty-index/mpi-data-bank/mpi-data/,http://www.ophi.org.uk/wp-content/uploads/Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx?7ff332,https://www.facebook.com/pages/OPHI-Oxford-Poverty-and-Human-Development-Initiative/206436442734224,,,,,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,PakistanPopADM1.xlsx,https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing,"https://doc-0k-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/rf196au6ha5uofp02774p7jae9eqv17h/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbSEZTX0d5SVpEd1U?h=07874974558453865051&e=download, ",,,http://spatialdata.measuredhs.com/data.html,,
Panama,211,no DevInfo,,,,,,,,,,,,,,,,,,,,,,PAN_sae_csv.csv,http://sedac.ciesin.columbia.edu/data/set/povmap-small-area-estimates-poverty-inequality/data-download,n/a,https://www.facebook.com/socioeconomicdataandappsctr,,,,,,,,,,,,,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,PanamaPopADM1.xlsx,https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing,"https://doc-08-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/59qai7gorh39pshrfhg9115iccdsfd1i/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbeFNHOThCcVMtX2c?h=07874974558453865051&e=download, ",,,,,
Papua New Guinea,353,English,PNG_EducationInfo_2012_en.csv,http://www.devinfo.org/png_educationinfo/libraries/aspx/Home.aspx,http://www.devinfo.org/png_educationinfo/stock/data/CSV_DataFiles/PNG_EducationInfo_2012_en.zip,http://www.devinfo.org/articles/news,,,,,Papua New Guinea_Calc_Qa_061305.xls,http://gecon.yale.edu/papua-new-guinea,http://gecon.yale.edu/sites/default/files/Papua%20New%20Guinea_Calc_Qa_061305.xls,,,,,,,,,,,PNG_sae_csv.csv,http://sedac.ciesin.columbia.edu/data/set/povmap-small-area-estimates-poverty-inequality/data-download,,https://www.facebook.com/socioeconomicdataandappsctr,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,324,no DevInfo,,,,,,,,,,,,,,,,,,,,,,PRY_sae_csv.csv,http://sedac.ciesin.columbia.edu/data/set/povmap-small-area-estimates-poverty-inequality/data-download,,https://www.facebook.com/socioeconomicdataandappsctr,,,,,,,,,,,,,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,ParaguayPopADM1.xlsx,https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing,"https://doc-0c-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/4nlaqhooouul2igg1qkaokrrqgnrck7b/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbQlNhMnh2RWhxd1U?h=07874974558453865051&e=download, ",,,http://spatialdata.measuredhs.com/data.html,,
Peru,409,Spanish,ENP DevInfo_2011_es.csv,http://www.devinfo.org/enp_devinfo/libraries/aspx/Home.aspx,http://www.devinfo.org/enp_devinfo/stock/data/CSV_DataFiles/ENP%20DevInfo_2011_es.zip,http://www.devinfo.org/articles/news,,,,,,,,"Mortality rates (DHS) for Gapminder.xlsx
Fertility rates (DHS) for Gapminder.xlsx
Equity (DHS and MICS) for Gapminder.xlsx",https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,,,,,,,,"imr_highres.csv
hunger_data.csv","http://sedac.ciesin.columbia.edu/data/set/povmap-global-subnational-infant-mortality-rates/data-download
http://sedac.ciesin.columbia.edu/data/set/povmap-global-subnational-prevalence-child-malnutrition/data-download","http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/imr_tabular.zip
http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/hunger_tabular.zip",,,,,,,,,,,,,,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,"Peru-pov-ADM1.xls
PeruPopADM1.xlsx","https://drive.google.com/a/gapminder.org/folderview?id=0B0HB08a-a9MbQmwxTHBnVTRKUmc&usp=sharing
https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing","https://doc-0o-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/pngrl5erjno2sqo7i7nlns6oo074hm0v/1381154400000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbWnlUU2hrdXg4Vjg?h=07874974558453865051&e=download, https://drive.google.com/a/gapminder.org/folderview?id=0B0HB08a-a9MbQmwxTHBnVTRKUmc&usp=sharing
https://doc-0g-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/a867jg251edkd4rfsv0k1p002jpc1ht4/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbdDVEb2V6cERqUkk?h=07874974558453865051&e=download, ",,,http://spatialdata.measuredhs.com/data.html,,
Philippines,518,English,EFAInfo Philippines 2011 r7.mdb,Sent by DevInfo support group,http://www.devinfo.info/support/downloads/201308/EFAInfo_Philippines_2011_r7.zip,http://www.devinfo.org/articles/news,,,,,Philippines_Calc_Qa_061405.xls,http://gecon.yale.edu/philippines,http://gecon.yale.edu/sites/default/files/Philippines_Calc_Qa_061405.xls,"Mortality rates (DHS) for Gapminder.xlsx
Fertility rates (DHS) for Gapminder.xlsx
Equity (DHS and MICS) for Gapminder.xlsx",https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,,,,philippines poverty.xls,http://www.nscb.gov.ph/poverty/dataCharts.asp,http://www.nscb.gov.ph/poverty/2009/povertystat/tab2.xls,https://twitter.com/NSCBPhilippines,"PHL_sae_csv.csv
imr_highres.csv","http://sedac.ciesin.columbia.edu/data/set/povmap-small-area-estimates-poverty-inequality/data-download
http://sedac.ciesin.columbia.edu/data/set/povmap-global-subnational-infant-mortality-rates/data-download","n/a
http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/imr_tabular.zip",https://www.facebook.com/socioeconomicdataandappsctr,,,,,Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx,http://www.ophi.org.uk/multidimensional-poverty-index/mpi-data-bank/mpi-data/,http://www.ophi.org.uk/wp-content/uploads/Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx?7ff332,https://www.facebook.com/pages/OPHI-Oxford-Poverty-and-Human-Development-Initiative/206436442734224,,,,,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,"municipal estimates with ranks- comparison of 2000 natl & 2003 regnl.xls
2009_sae_rank.xls
Phil2008.csv
PhilippinePopADM1.xlsx","https://docs.google.com/file/d/0B0HB08a-a9MbUHlFc1hsU0Y1VGs/edit?usp=sharing
https://docs.google.com/file/d/0B0HB08a-a9Mbcl9EczN6aU9QMWs/edit?usp=sharing
https://drive.google.com/a/gapminder.org/folderview?id=0B0HB08a-a9MbMlJpUWdQUnVfWTA&usp=sharing
https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing","https://doc-0c-2s-docs.googleusercontent.com/docs/securesc/ha0ro937gcuc7l7deffksulhg5h7mbp1/acf98q0gq9g6oujkhhsqcp9rptvfg9s4/1381132800000/17069385315282184580/*/0B0HB08a-a9MbUHlFc1hsU0Y1VGs?h=16653014193614665626&e=download
https://doc-0k-2s-docs.googleusercontent.com/docs/securesc/ha0ro937gcuc7l7deffksulhg5h7mbp1/5r8ahs30tiqh85s141c9ar5mft6fb31b/1381140000000/17069385315282184580/*/0B0HB08a-a9Mbcl9EczN6aU9QMWs?h=16653014193614665626&e=download, https://docs.google.com/a/gapminder.org/file/d/0B0HB08a-a9Mbcl9EczN6aU9QMWs/edit?usp=drive_web
https://doc-10-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/q2dl9k90aqlv5kbmf4q0oveue2hi52dm/1381154400000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbQ3YyR1VCNXdabHc?h=07874974558453865051&e=download, https://drive.google.com/a/gapminder.org/folderview?id=0B0HB08a-a9MbMlJpUWdQUnVfWTA&usp=sharing
https://doc-10-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/pvujilo7sqfaeak5pfkue0uqtjrn5bsg/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbZzhYaG5ianEzSzg?h=07874974558453865051&e=download, ",n/a,,http://spatialdata.measuredhs.com/data.html,,
Poland,391,no DevInfo,,,,,,,,,Europe_cal_xi_101309.xls,http://gecon.yale.edu/poland,http://gecon.yale.edu/sites/default/files/Europe_cal_xi_101309_15.xls,,,,,,,,,,,,,,,,,,,,,,,,,,,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,PolandPopADM1.xlsx,https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing,"https://doc-0k-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/od38ht2n1k6n3v7u3fefvs2amvpei450/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbYUtqbTcwazNEZjg?h=07874974558453865051&e=download, ",,,,,
